Arquivo, tamanho, tempo
File1.in, 1, 0.000000
File1.in, 1, 0.000000
File1.in, 1, 0.000000
File1.in, 1, 0.000000
File1.in, 1, 0.000000
File2.in, 1024, 0.000000
File2.in, 1024, 0.000000
File2.in, 1024, 0.000000
File2.in, 1024, 0.000000
File2.in, 1024, 0.000000
File3.in, 1048576, 0.000000
File3.in, 1048576, 0.000000
File3.in, 1048576, 0.000000
File3.in, 1048576, 0.000000
File3.in, 1048576, 0.000000
